Hour,DayOfWeek,TransactionType_refund,Amount_scaled,IsFraud
9,3,1.0,0.9837553318326515,0
13,5,1.0,-0.3599275534506043,0
1,2,0.0,-1.2313726054815963,0
18,5,0.0,-0.4910484962584625,0
2,1,1.0,0.6598111043890952,0
18,0,1.0,0.6563654792330912,0
23,1,0.0,-1.3893513991030557,0
14,5,1.0,1.3002467483250921,0
10,5,0.0,-1.5682327276246206,0
20,1,1.0,-0.546573671056122,0
16,3,1.0,0.6083693767079074,0
14,5,1.0,-0.13763966738026356,0
1,5,0.0,0.34051881754851443,0
1,5,0.0,-0.3338461815453983,0
5,0,1.0,-0.6847175882765196,0
19,1,1.0,1.4657892784560091,0
23,2,0.0,-1.5767739956169688,0
9,4,1.0,1.2487148936277512,0
14,6,1.0,-1.0328366545912755,0
14,0,0.0,-0.229395902671439,0
22,5,0.0,0.017503591656073965,0
9,6,0.0,-0.14862823050353613,0
7,3,0.0,-0.08260672474774736,0
11,3,1.0,-0.9816098451793757,0
0,5,1.0,1.147474523098319,0
17,3,1.0,1.0053788828619812,0
0,4,1.0,-0.7813268167451658,0
19,2,1.0,1.6816296164477103,0
10,6,0.0,-0.09752621234477112,0
3,0,0.0,1.4073245763622817,0
5,0,1.0,-0.34046705080894735,0
2,6,1.0,-0.3974689221020373,0
21,3,0.0,-0.8924048977300704,0
6,2,1.0,0.7356772534477526,0
14,4,0.0,-1.0906843332667246,0
4,4,0.0,1.6217783448747056,0
10,5,0.0,0.6232680657627417,0
12,0,1.0,0.017531323045659485,0
2,5,0.0,-1.4303522586052855,0
0,2,1.0,1.7183390434115775,0
11,6,1.0,-1.1956823070849987,0
23,1,1.0,-1.1666752735785173,0
1,1,0.0,0.35988226032662185,0
13,2,1.0,-1.2877158562720297,0
14,4,0.0,0.7601086076726189,0
20,2,1.0,0.75991448794552,0
23,0,1.0,-1.186420022963426,0
16,1,1.0,-0.7572906348218937,0
2,3,0.0,-1.4621393639177176,0
13,3,0.0,1.367127927158033,0
14,5,1.0,0.40705335401163567,0
6,2,1.0,0.5349921198645524,0
4,1,0.0,1.3495531590081928,0
14,4,0.0,0.8851147790768641,0
12,3,0.0,0.019930088244809244,0
20,3,0.0,0.22910102704118676,0
0,1,1.0,-1.0244201778520625,0
6,3,1.0,-0.7077207759377302,0
19,6,0.0,-0.4336583855111749,0
14,3,1.0,-0.8363528265302855,0
2,2,0.0,0.9754497806517805,0
15,0,1.0,-1.5210547010922102,0
13,6,1.0,-0.7292541999509067,0
18,5,0.0,0.20833021624161274,0
20,4,1.0,1.61094923724155,0
2,2,0.0,1.5111994289023407,0
14,4,0.0,-0.253341957578558,0
6,5,1.0,1.4532408246685498,0
13,2,0.0,0.3239146480341686,0
23,1,1.0,1.3556956618013918,0
22,4,0.0,-0.9930213119938279,0
5,2,0.0,-0.37861851003126235,0
13,2,1.0,0.37179982500101033,0
7,2,0.0,1.4439854733943736,0
4,3,0.0,1.3629751515675976,0
12,4,1.0,1.6133549352880963,0
0,6,1.0,-0.6173996400576067,0
4,0,0.0,0.3837867181493626,0
2,2,0.0,0.6715969449629522,0
15,3,1.0,-0.6016412779256202,0
5,2,1.0,0.9075841374885526,0
3,3,1.0,0.6999869550511552,0
3,4,0.0,-0.4187596964563403,0
3,2,1.0,0.36412516293321034,0
12,0,0.0,-0.587574530558352,0
16,3,0.0,0.16549215217934052,0
10,4,0.0,-1.3135961756027403,0
5,6,0.0,0.4971249073854893,0
21,1,1.0,0.8562464025183107,0
19,1,0.0,-0.5486743238172271,0
17,0,0.0,0.5942194351718822,0
2,1,1.0,-0.9303206401409083,0
14,1,0.0,-1.7158885114728606,0
1,0,1.0,0.03351153629433021,0
2,0,0.0,0.4691785995306553,0
15,5,1.0,-0.026630914869322793,0
12,3,1.0,-1.5015803327557609,0
1,6,1.0,1.0054620770307376,0
9,2,0.0,-1.1984485131961566,0
13,6,0.0,0.5413287423848495,0
16,3,1.0,1.309398106888322,0
7,6,1.0,1.1775006851720686,0
6,3,1.0,0.0692226332331173,0
20,0,1.0,1.327381913034549,0
17,4,1.0,-0.485786465084605,0
0,1,0.0,-0.8417951117364488,0
2,3,0.0,-0.47446512528630586,0
16,6,1.0,-0.2717694659581533,0
23,4,1.0,-1.605871156139603,0
10,6,0.0,-1.6834635841999608,0
20,0,1.0,-1.596276095343004,0
18,5,0.0,1.1115277093480547,0
20,5,1.0,0.5198438483034479,0
11,5,1.0,0.6341041062432939,0
21,6,0.0,0.5862258621238488,0
22,2,0.0,-1.3009922590361096,0
8,0,1.0,-0.35427728282254933,0
7,3,0.0,0.6451758635353231,0
6,0,1.0,1.7034403543567422,0
10,4,0.0,-0.14902340280513027,0
22,6,0.0,-0.6982851706312481,0
5,5,0.0,-1.685890080788696,0
8,5,1.0,-0.40029752383976297,0
20,2,1.0,-0.21305518135815588,0
7,1,0.0,0.8109263790881321,0
21,3,0.0,1.2606255254547434,0
8,6,1.0,0.800395383893021,0
18,5,0.0,-0.5499776991277479,1
1,5,0.0,1.213946663934873,1
22,1,1.0,-0.548008770467174,0
5,0,0.0,-0.036142781497164954,0
5,0,0.0,0.31105421611387174,0
21,0,0.0,1.715337120488942,0
11,3,1.0,0.21402901680144232,0
20,6,0.0,1.2304607064330655,0
5,2,0.0,0.8445090918762281,0
16,0,0.0,1.2084835801865204,0
2,3,1.0,-1.327129093720487,0
22,3,0.0,-1.704241327846931,0
8,5,1.0,1.6703013438020153,0
16,1,0.0,-1.4729130087717022,0
16,6,1.0,-0.586804984497353,0
12,1,1.0,-1.523037495447577,0
22,4,0.0,-1.0604709843132722,0
20,3,0.0,-0.3087492739704791,0
1,6,0.0,-0.5932941296603708,1
9,1,1.0,-1.448675774273935,0
22,4,0.0,0.32111377768602845,0
8,0,1.0,0.4377520022828353,0
10,5,1.0,-0.716345238098835,0
8,2,1.0,0.06253243549560425,0
19,0,1.0,-1.6163258900133537,0
10,0,1.0,-0.7546422871164741,0
2,6,1.0,1.3185217340619666,0
5,2,0.0,0.6022754038464836,0
13,2,0.0,-1.3514703209291998,0
16,4,0.0,0.6286895524267162,0
0,3,0.0,1.1529306739992753,0
1,5,0.0,0.45050150864479,0
0,5,1.0,1.5815331657386824,0
1,6,1.0,0.2725977116061156,0
5,4,0.0,1.2015160685531519,0
0,1,1.0,0.6174999367289484,0
2,5,1.0,0.2359714788110057,0
21,5,0.0,-0.3744657344408268,0
6,2,1.0,0.20864219437445,0
9,5,0.0,-0.5013021775577181,0
21,0,1.0,-0.8767782596986152,0
0,2,1.0,-1.4027872573572528,0
10,3,0.0,-0.8541425129494133,0
14,2,1.0,0.852558127703433,0
18,3,1.0,-0.5870753655458121,0
8,6,1.0,1.1288320964494356,0
16,3,0.0,0.6997997681714524,0
14,2,1.0,-1.3122442703604449,0
7,2,0.0,-1.0485118225545056,0
5,1,0.0,1.4172593466813035,0
15,0,1.0,1.1305445097563431,0
22,4,0.0,-0.9863588456459006,0
20,3,0.0,0.560615923841597,0
14,6,0.0,0.20372680557041187,0
17,4,0.0,0.44957250709367413,0
20,0,1.0,1.1229322433151105,0
0,0,0.0,-1.266251760732817,0
20,3,0.0,-0.7487770982191311,0
2,4,1.0,0.8339503652915314,0
11,6,1.0,-0.47915866297365955,0
12,5,1.0,-0.3421032027944945,0
19,2,0.0,-1.4967412052730829,0
23,4,1.0,0.3966055529852811,0
0,6,1.0,-0.4763924568625013,0
14,1,0.0,0.8064269611278772,0
13,4,0.0,1.2001710961582526,0
7,6,0.0,-1.040282532694995,0
22,6,0.0,-1.0521931645219869,0
11,2,1.0,1.2573046915518742,0
20,4,1.0,-0.4548035700701538,0
2,3,1.0,-1.0619754121982883,0
13,4,0.0,-0.10346072971607793,0
8,1,1.0,-0.8373026266235906,0
21,1,1.0,-0.9153872868490918,0
6,0,1.0,0.697456465751474,0
17,5,1.0,-0.5312243469205223,0
19,1,1.0,1.3400412923803504,0
9,2,1.0,-1.3392061138849922,0
19,0,1.0,-1.2424998255527966,0
7,0,0.0,-0.6602931668990499,0
18,6,1.0,-1.223600883550247,0
4,4,0.0,0.35911271426562286,0
2,2,1.0,-0.8249690911054188,0
21,6,0.0,-0.45949017491011107,0
2,1,1.0,-0.029639770639354326,0
6,5,0.0,-0.7660814853205119,0
17,3,0.0,1.607212432494898,0
17,0,0.0,0.7046250299593375,0
20,2,1.0,-1.2288698475715008,0
8,0,1.0,-0.4691822955702594,0
6,5,0.0,-1.062328987415504,0
4,3,1.0,1.1711848611939608,0
13,4,1.0,1.2535540211104286,0
16,6,1.0,0.6243426571091818,0
6,0,0.0,1.4606659042300798,0
14,3,0.0,-0.25739074045804783,0
20,0,1.0,-0.5241597754236045,0
20,6,0.0,0.2809864569557432,0
3,6,1.0,1.2221690209469873,0
18,0,1.0,0.27076743989346963,0
8,6,0.0,-1.2177634260424897,0
17,2,1.0,-0.2605451860234035,0
21,4,1.0,0.7121679679266061,0
17,3,0.0,0.9429693905997094,0
13,5,0.0,-1.2341596101349437,0
10,2,0.0,-0.5571670618778006,0
15,5,0.0,1.6398592108844816,0
7,6,0.0,0.1986658269710499,0
16,6,1.0,0.1998236124862465,0
3,4,0.0,1.5122532217065918,0
16,2,0.0,0.9585405658519935,0
1,3,1.0,-1.2135135905885046,0
16,6,1.0,-1.3701890088994435,0
1,4,0.0,0.7045834328749592,0
3,5,0.0,1.5508899802466536,0
11,4,0.0,0.5588203163659328,0
22,2,0.0,1.7210844509805465,0
5,6,0.0,0.006112923383810722,0
5,2,1.0,1.6868777819267753,0
18,0,0.0,0.20581359263672436,0
21,2,0.0,1.6746482391195494,0
19,3,1.0,-1.2253479610941365,0
7,0,1.0,-0.2542016306557101,0
16,1,1.0,-0.2794441280259533,0
5,6,0.0,-1.0874258949904232,0
23,4,0.0,-0.6259963708291258,0
5,4,0.0,0.3503911922409687,0
17,6,1.0,0.8648362004424335,0
2,5,1.0,-0.6972799077587721,0
18,6,0.0,-1.5362584354324862,1
6,1,1.0,0.3176542868352317,0
8,4,0.0,-1.6743468898737126,0
8,0,0.0,0.9632063721497617,0
3,3,0.0,0.011257096151929566,0
20,6,0.0,1.4009116925206242,0
22,1,1.0,0.779374990587177,0
1,1,0.0,1.3350011123231778,0
23,1,0.0,-1.327850109849711,0
8,2,1.0,-1.107330099865449,0
12,2,1.0,0.5134517630039793,0
6,4,0.0,-0.6432591608461283,0
16,2,0.0,-1.5352601054074064,0
15,0,1.0,-0.7001015766491013,0
10,3,0.0,0.02813164671473444,0
4,6,1.0,0.9662706906989645,0
14,3,0.0,0.30170873782354274,0
7,4,0.0,-0.8692838516631214,0
0,0,0.0,-1.6500125955123959,0
15,2,1.0,1.0122839988687817,0
12,4,1.0,-0.6832062275441073,0
23,6,0.0,-1.3330081483126226,0
8,1,0.0,-0.15749534232351445,0
7,3,0.0,-0.5170952039266865,0
20,6,0.0,-1.1973184590705457,0
5,5,0.0,1.0324308534026811,0
7,1,1.0,-1.6437730328556481,0
6,0,1.0,-0.5607998739135072,0
14,6,0.0,0.1927590409893286,0
3,5,0.0,1.4648672097522897,0
10,1,0.0,1.2340935184687718,0
0,2,1.0,0.7539799705742131,0
21,2,1.0,0.7566560496692184,0
0,6,1.0,-0.08794501724296516,0
17,1,1.0,0.16868126198167824,0
2,5,1.0,-0.2701818439043808,0
11,5,1.0,1.4964740610324159,0
23,4,0.0,-0.7540529950877811,0
22,6,0.0,-0.20902719702085537,0
7,1,1.0,0.42045454802885074,0
4,6,1.0,0.17910826446584352,0
14,4,1.0,-0.9033310652267756,0
14,3,0.0,-1.1596453663185815,0
20,5,0.0,-0.14555697910693702,0
6,3,0.0,-1.1942264091317574,0
5,2,1.0,-0.11566947398111467,0
0,6,0.0,0.8667219349342509,0
15,4,1.0,1.2035057957559148,0
23,1,0.0,0.6660645327406357,0
20,3,1.0,-0.5340321501160589,0
21,0,1.0,0.4365664853780532,0
4,6,0.0,0.38169993108305006,1
15,2,0.0,0.6601924109958965,0
2,3,0.0,-1.1536623190154998,0
1,4,1.0,-1.5588109880129313,0
2,2,1.0,-0.5951798641521879,0
5,0,0.0,-1.504173217682009,0
10,1,1.0,-1.6637742975942231,0
1,6,0.0,-0.7307170307515443,0
12,0,0.0,1.4860539913956472,0
15,6,1.0,-0.019039446970279372,0
6,3,0.0,-1.3345819046716023,0
22,5,0.0,-0.45183631138450037,0
4,1,0.0,-0.6848215809874655,0
6,6,1.0,-0.5870684326984157,0
22,1,1.0,-1.03850772376152,0
1,5,1.0,1.1509478796439083,0
6,3,1.0,-0.09995964178090293,0
11,5,1.0,0.7430468702301116,0
0,5,1.0,0.6191707529514775,0
1,2,1.0,1.5476384748177485,0
1,3,1.0,-0.23860272401384044,0
23,1,0.0,0.7624588429399938,0
15,0,0.0,0.5490242029948388,0
5,3,0.0,-0.3331528968057596,0
2,2,0.0,1.0860564280137308,0
4,3,0.0,-0.3064614343296714,0
2,0,1.0,-1.249446538643976,0
4,6,0.0,-0.6319100896582437,0
1,3,1.0,1.4310487801527165,0
19,3,1.0,1.197425688589284,0
19,1,1.0,0.34100411686626136,0
13,5,1.0,-1.1666198107993464,0
23,0,0.0,0.43814717458442914,0
15,0,1.0,-0.8522498456101998,0
7,2,0.0,0.9030569881387124,0
20,4,0.0,0.6488849368923901,0
1,0,0.0,0.16091647289772515,0
23,1,0.0,1.5177371039971335,0
14,2,0.0,-0.4132342170814202,0
21,6,0.0,-1.6173935485123974,0
20,5,1.0,-0.5477591879609042,0
20,1,0.0,-1.3438441887931747,0
18,5,0.0,0.6363780801893089,0
1,6,1.0,0.5338135358071668,0
0,5,0.0,1.081286629005017,0
21,2,0.0,1.5325733974254003,0
4,5,1.0,-0.2806504434729244,0
16,3,0.0,-1.588740090223132,0
21,6,0.0,-0.6315357158988387,0
8,2,0.0,-0.22793307187080136,0
1,6,1.0,-0.5401677200618609,0
9,1,0.0,1.5335231975187058,0
15,1,1.0,-0.7203038939621718,0
17,4,0.0,1.5326080616623823,0
15,3,1.0,1.1473081347608054,0
21,4,1.0,-0.4519611026376352,0
4,3,0.0,-0.26041346192287246,0
13,0,0.0,-0.6488401030002194,0
4,1,1.0,-0.7996919294981937,0
12,1,1.0,-0.8748231967328343,0
16,5,1.0,0.6502507078294781,0
7,5,0.0,0.8822376474073635,0
23,1,1.0,-0.31791449822850204,0
21,6,1.0,0.38112450474915005,0
12,5,0.0,-0.9347368639324065,0
4,6,1.0,-0.7508430867432543,0
14,4,0.0,-0.25951219176134205,0
22,2,0.0,-1.444439804514743,0
4,3,0.0,1.430147509991186,0
17,4,0.0,-1.603077218638859,0
12,0,1.0,-1.3612248372159157,0
4,6,0.0,-0.37696155950352606,0
4,2,0.0,1.3188753092791825,0
5,6,1.0,0.6722347669234198,0
13,5,1.0,-0.6468295772552675,0
15,4,0.0,1.0919493483006595,0
18,6,1.0,-0.8244699260928791,0
11,4,1.0,-0.9305979540367638,0
10,5,0.0,-1.5622427474741427,0
4,0,0.0,1.4045029074719526,0
13,6,0.0,-0.294037771795347,0
3,6,1.0,-1.592560089138541,0
22,4,0.0,1.2027154511527265,0
10,2,0.0,-0.8446514448637602,0
6,6,1.0,0.5342780365827244,0
21,2,1.0,-1.4863835312628815,0
23,1,0.0,-1.0317343318552503,0
21,4,0.0,-1.1656006822320772,0
6,2,0.0,0.7470956531096014,0
8,5,0.0,1.352818530131891,0
6,2,1.0,0.6295145612668862,0
20,6,1.0,-0.3088047367496501,0
5,4,1.0,-0.1130835219022625,0
0,4,0.0,0.8872015661431766,0
10,2,0.0,0.22697264289049598,0
14,0,0.0,-1.2528159024786198,0
1,2,1.0,-0.8987969830295388,0
0,0,0.0,1.453261623210739,0
22,3,1.0,0.5909401983533914,0
6,2,0.0,0.6322461031410626,0
16,5,0.0,-1.6296993526409833,0
10,5,0.0,-1.005250854801054,0
8,5,0.0,-0.8287128286994676,0
15,3,0.0,-1.4727535532815856,0
18,5,1.0,0.2835100134080281,0
3,1,0.0,0.12651568411685535,0
1,0,1.0,-1.2655238117561962,0
11,3,1.0,-0.9567625201107265,0
13,6,0.0,-0.7966206781015944,0
15,4,0.0,1.1876295752181898,0
4,0,1.0,1.394893980980561,0
9,1,0.0,-0.4913188773069215,0
0,5,0.0,0.3634596095831572,0
10,3,1.0,1.6481231649809744,0
9,6,1.0,-0.994546538421033,0
17,1,1.0,-0.18580215824296054,0
2,3,1.0,1.5519853701352826,0
18,4,1.0,0.7895177463280905,0
9,0,0.0,1.0123671930375386,0
15,2,0.0,-0.8629541619902207,0
17,6,1.0,0.20518270352365328,0
5,0,1.0,-1.3384920306031642,0
6,2,1.0,-0.5233971622100019,0
1,3,0.0,-0.4106205336129825,0
18,6,0.0,0.5962507594590237,0
18,1,1.0,-0.21068414754859197,0
15,5,0.0,-1.5825143932611767,0
23,2,0.0,-0.029736830502903964,0
10,1,1.0,0.29741730528517946,0
11,6,0.0,1.3285951613289166,0
4,0,0.0,-0.05203980057707911,0
8,6,1.0,-0.014858939990258481,0
10,1,0.0,1.293064318422436,0
1,3,0.0,0.12659887828561192,0
17,2,1.0,-1.5661667391004974,0
22,0,0.0,1.4066520901648325,0
5,2,0.0,-0.7552939747717343,1
22,0,1.0,-0.7694369834603629,0
20,2,1.0,1.2183074249472001,0
16,5,1.0,-1.5040414935814779,0
23,3,0.0,0.8725663252894046,0
9,5,0.0,0.017101486507083596,0
3,1,0.0,-0.818334356147077,0
3,0,0.0,-0.13897077408036984,0
2,2,1.0,-0.6876987126569658,0
18,4,1.0,-0.8319851326705621,0
20,6,0.0,-0.6297539741179674,0
21,5,1.0,-0.8438472345657793,0
10,0,0.0,1.4074424347680203,0
1,2,1.0,1.433322754098731,0
9,2,1.0,1.2958721216179725,0
7,2,1.0,-0.15426463543679844,0
18,1,1.0,0.3361441908413943,0
22,0,0.0,0.5853592561993004,0
16,0,0.0,-1.0993989224439826,0
1,6,1.0,1.4517086653939484,0
5,3,0.0,-1.042868484773847,0
11,4,0.0,0.29963581645202303,0
14,3,1.0,-0.16844230836240873,0
19,0,0.0,-1.2108167129513103,0
20,2,1.0,0.5732545046452096,0
0,6,0.0,0.6082861825391505,0
10,0,0.0,1.0366737560092698,0
17,4,0.0,-1.6039507574108038,0
8,3,0.0,-1.1401501994399426,0
0,2,1.0,0.3034974124518104,0
22,2,1.0,-0.2941278988114998,0
19,3,1.0,0.29544837662460555,0
15,1,0.0,1.221302415022439,0
19,2,1.0,1.1362710417057587,0
5,3,0.0,-0.44866106727695526,0
14,2,1.0,1.2133573719061799,0
21,0,1.0,-0.02339327513521024,0
23,2,0.0,1.3396253215365677,0
11,6,1.0,0.08308832802589032,0
2,3,0.0,-1.3687955065727697,0
16,0,0.0,-0.5213450393806716,0
8,6,1.0,-0.4575767090287084,0
8,5,0.0,-1.3017202080127301,0
22,3,1.0,-1.3038971220951956,0
6,0,1.0,-0.9978673723239021,0
9,0,1.0,1.5688529878506916,0
9,1,1.0,1.2199089126957652,0
1,4,0.0,-0.27457726915368996,0
9,6,1.0,0.30974390795595447,0
1,6,1.0,-0.45894941281319296,0
10,0,1.0,-0.7920311331251865,0
18,1,1.0,-0.7313479198646153,0
9,6,1.0,0.35274836035574014,0
2,1,1.0,-1.2896709192378104,0
19,6,1.0,-0.7987351965574923,0
22,5,1.0,-1.5510947288607533,0
10,4,1.0,0.8169718220177811,0
6,3,1.0,1.6198302147563213,0
12,1,0.0,1.4591684091924604,0
15,0,1.0,1.416150091097882,0
0,0,0.0,1.152694957187798,0
13,4,1.0,-0.9465019059640745,0
11,2,1.0,0.7046458285015268,0
5,0,0.0,0.07253653428858987,0
12,1,0.0,-0.8214957345598292,0
4,5,1.0,1.1478974267894984,0
21,0,0.0,-1.3841101664713877,0
3,3,0.0,1.3888832022878939,0
23,1,1.0,0.004407442924299614,0
11,5,0.0,1.5194772486936265,0
11,2,0.0,0.5241699450787929,0
12,2,0.0,-1.485801172081585,0
21,5,1.0,1.420309799535714,0
13,4,1.0,1.1212614270925814,0
20,6,0.0,1.560977273208396,0
4,0,1.0,-1.207599871759387,0
22,6,0.0,0.5234766603391543,0
12,0,0.0,-1.5928027387974144,0
14,6,1.0,0.8016571621191632,0
19,6,1.0,1.5058819349493122,0
14,6,1.0,-0.3914720091041629,0
11,6,0.0,1.0689461606394488,0
22,1,1.0,-0.425498424125628,0
13,3,1.0,0.24624595865245064,0
20,3,1.0,-1.6717332064052748,0
4,3,0.0,0.9755815047523119,0
22,4,1.0,0.11321154996318959,0
4,2,1.0,1.6992182502923434,0
17,2,1.0,-0.39439073785804163,0
12,1,1.0,-1.0944280708607734,0
13,2,1.0,1.4776097832668482,0
15,2,0.0,-0.054986260720543384,0
1,6,1.0,-1.600525930796989,0
3,2,0.0,-0.5295673963927859,0
21,1,0.0,0.08401039672960968,0
21,1,0.0,-1.2759438813929653,0
3,3,0.0,-0.34221412835283677,0
23,0,1.0,-0.8227991098703499,0
17,2,0.0,1.1845791223637794,0
14,5,0.0,-1.6553092909232352,0
21,0,0.0,-0.9876483552616284,0
21,0,0.0,-1.4942384473629873,0
14,4,1.0,1.6185199065984042,0
21,4,0.0,-1.526933755684346,0
16,5,1.0,-1.0272834438267702,1
13,6,1.0,-1.717691051795921,0
2,1,0.0,1.7214726904347437,0
11,3,1.0,0.14936634913534533,0
14,5,1.0,1.391760333957394,0
7,1,0.0,0.6938791164949384,1
13,3,1.0,-1.63770679138381,0
2,6,1.0,0.780969545488346,0
16,5,0.0,1.0216294771591108,0
0,3,1.0,-1.167708267840579,0
23,1,0.0,1.5262367749051033,0
4,4,1.0,1.5414682406349647,0
7,1,0.0,0.8487589273302132,0
16,6,1.0,1.4133076236653632,0
14,5,1.0,0.4247043834828358,0
5,6,1.0,-0.13904010255433363,0
19,5,1.0,-0.5419494618427322,0
4,0,0.0,0.39850515317189117,0
14,2,0.0,-1.5622358146267463,0
3,1,1.0,0.9810445885006641,0
19,2,0.0,-1.0809714140643873,0
8,2,1.0,-0.7922044543100961,0
1,0,0.0,0.256458042867328,0
8,5,1.0,0.0005943768562870321,0
16,1,0.0,-0.6338304883870427,0
15,5,0.0,0.7068366082787848,0
3,0,0.0,0.928181627103217,0
18,3,1.0,-1.0858452057840469,0
4,6,1.0,0.7792571321814383,0
23,0,0.0,-0.9611024825808645,0
4,5,1.0,-0.1491897911426434,0
22,6,0.0,0.40427328220568454,0
21,3,0.0,0.3246495298581855,0
8,5,0.0,-0.37103397497961543,0
20,1,0.0,1.3158248564247728,0
10,0,1.0,0.792450340776762,0
17,3,1.0,-1.0722637577345258,0
18,2,1.0,0.05606408887477568,0
7,2,1.0,1.4220083471478284,0
9,2,0.0,-0.858766722162803,0
9,4,0.0,-0.4892043588510236,0
14,0,0.0,-0.52831255101404,0
4,5,1.0,1.5073170343603646,0
14,4,0.0,0.7143379491616751,0
10,3,0.0,1.3893130388264698,0
10,4,1.0,-1.1021997927921228,0
23,1,0.0,0.7184144634307504,0
22,5,0.0,1.1618532485984245,0
7,4,0.0,0.13405168923672742,0
0,6,0.0,-1.36252127967904,0
14,6,0.0,1.4109019256188169,0
10,6,1.0,-0.8953305593313455,0
20,5,0.0,-0.7136344947668478,0
21,1,0.0,1.5256336171816178,0
6,5,1.0,1.259245888822862,0
12,0,1.0,1.5619478718438906,0
21,0,0.0,0.8681916985822847,0
16,2,1.0,0.0628652121706308,0
15,2,1.0,-1.2698707070737305,0
22,1,0.0,-1.524763774449277,0
4,1,0.0,-0.983696632245688,0
21,5,0.0,1.4934097424832131,0
14,2,0.0,0.4159481972211995,0
9,3,0.0,0.7086946113810166,0
18,3,1.0,-1.013487077507961,0
8,1,1.0,-0.598895870356651,0
9,4,0.0,-1.6321813120088897,0
3,2,0.0,-0.7074157306522891,0
0,5,0.0,-1.1925486600618318,0
18,4,0.0,-1.2844643508431242,0
23,0,0.0,0.26730794904267263,0
12,5,1.0,0.3298768967950609,0
5,3,0.0,0.31407693757869604,0
21,2,0.0,1.4722853564664231,0
5,3,0.0,1.6406634211824629,0
11,2,0.0,-0.562914392369405,0
17,4,1.0,-1.1707309893054034,0
19,0,1.0,0.14623270211217862,0
20,3,0.0,1.6202531184475006,0
16,5,0.0,-0.7439033064994715,0
16,5,1.0,0.2155265118390617,0
10,3,1.0,1.37033783550256,0
13,1,1.0,0.3963074405472366,0
3,6,1.0,1.0656599909735618,1
3,2,0.0,0.41054057625201823,0
6,5,1.0,-0.9340990419719389,0
22,5,0.0,0.7493002985816521,0
21,0,0.0,1.0107171753571986,0
6,3,0.0,-0.08686349304912858,0
21,0,1.0,-0.06752084881321047,0
17,0,0.0,1.4892916311297597,0
22,4,0.0,0.19749417576106054,0
4,6,1.0,-0.25938740050820724,0
17,4,0.0,1.5892147606538787,0
15,4,1.0,0.3383973662452199,0
11,3,1.0,1.5627936792262491,0
5,2,1.0,-0.4854814197991641,0
21,5,1.0,-1.165413495352375,0
12,1,1.0,-0.074529957530957,0
19,3,0.0,-0.44441816467036677,0
21,6,0.0,-0.14145273344827616,0
12,3,1.0,-1.7175315963058042,0
13,5,1.0,0.061541038317921085,0
2,2,1.0,-1.3246817985895623,0
16,0,0.0,1.3433413277410304,0
3,4,0.0,1.0384832291797266,0
6,0,0.0,-0.42056223677940074,0
19,5,1.0,-1.7087268801123934,0
